id,vote_count,vote_average
2578,17.0,5.9
2579,1062.0,8.0
2580,338.0,4.8
2581,345.0,5.8
2582,844.0,6.1
2583,93.0,6.4
2584,68.0,2.4
2585,115.0,5.7
2586,740.0,6.5
2587,199.0,7.4
2588,365.0,6.7
2589,2978.0,8.0
2590,432.0,5.7
2591,92.0,7.8
2592,401.0,6.4
2593,114.0,5.1
2594,88.0,4.1
2595,34.0,6.8
2596,203.0,6.1
2597,20.0,5.4
2598,220.0,5.7
2599,10.0,5.6
2600,1913.0,6.8
2601,251.0,6.5
2602,171.0,7.1
2603,57.0,6.1
2604,2315.0,6.0
2605,26.0,4.9
2606,28.0,5.9
2607,837.0,6.4
2608,28.0,4.6
2609,236.0,6.9
2610,568.0,6.8
2611,37.0,7.5
2612,655.0,7.2
2613,1998.0,6.6
2614,109.0,6.2
2615,708.0,5.9
2616,377.0,7.5
2617,236.0,6.1
2618,1675.0,7.1
2619,8220.0,7.6
2620,186.0,7.0
2621,219.0,4.8
2622,316.0,6.5
2623,243.0,7.9
2624,4050.0,6.6
2625,8462.0,7.5
2626,114.0,6.8
2627,1025.0,5.0
2628,1972.0,5.4
2629,276.0,7.6
2630,193.0,6.1
2631,938.0,7.2
2632,4457.0,6.8
2633,448.0,5.5
2634,475.0,4.4
2635,10.0,6.3
2636,22.0,5.4
2637,1125.0,5.3
2638,1.0,7.0
2639,5080.0,6.9
2640,440.0,5.3
2641,277.0,6.3
2642,19.0,5.5
2643,1293.0,5.8
2644,629.0,5.8
2645,2408.0,6.8
2646,6.0,5.7
2647,23.0,5.9
2648,6001.0,6.9
2649,2065.0,6.0
2650,19.0,5.0
2651,207.0,7.1
2652,113.0,7.2
2653,1429.0,8.4
2654,223.0,6.8
2655,819.0,6.1
2656,24.0,6.6
2657,3528.0,7.2
2658,122.0,5.8
2659,34.0,6.3
2660,116.0,6.4
2661,347.0,6.5
2662,717.0,5.2
2663,2.0,7.0
2664,886.0,5.0
2665,852.0,7.2
2666,164.0,6.7
2667,1696.0,6.6
2668,893.0,6.4
2669,2170.0,6.3
2670,3081.0,6.9
2671,32.0,5.2
2672,73.0,6.4
2673,557.0,6.5
2674,164.0,7.8
2675,423.0,6.2
2676,229.0,7.0
2677,66.0,5.6
2678,647.0,8.1
2679,11.0,5.0
2680,2139.0,7.8
2681,14.0,7.5
2682,83.0,4.9
2683,123.0,7.7
2684,820.0,6.5
2685,210.0,7.2
2686,184.0,5.2
2687,4.0,3.8
2688,165.0,6.6
2689,1166.0,7.7
2690,1108.0,7.1
2691,591.0,6.2
2692,158.0,6.1
2693,1497.0,7.3
2694,209.0,7.1
2695,242.0,7.0
2696,176.0,4.9
2697,172.0,6.1
2698,66.0,5.7
2699,127.0,6.6
2700,53.0,4.8
2701,555.0,7.2
2702,1.0,5.0
2703,355.0,6.8
2704,143.0,6.5
2705,31.0,5.0
2706,142.0,4.3
2707,403.0,5.5
2708,68.0,5.4
2709,12.0,6.6
2710,1600.0,5.4
2711,75.0,6.2
2712,41.0,5.8
2713,604.0,7.0
2714,347.0,6.3
2715,86.0,6.4
2716,534.0,5.4
2717,13.0,4.8
2718,244.0,6.4
2719,302.0,5.9
2720,1050.0,5.6
2721,135.0,5.9
2722,2.0,8.5
2723,173.0,6.8
2724,53.0,6.5
2725,784.0,6.3
2726,23.0,6.6
2727,233.0,6.2
2728,326.0,6.1
2729,6.0,7.1
2730,4237.0,6.4
2731,557.0,7.4
2732,3235.0,6.1
2733,13.0,5.2
2734,103.0,5.7
2735,2956.0,6.5
2736,99.0,5.7
2737,170.0,4.5
2738,6631.0,6.4
2739,2448.0,6.8
2740,10393.0,7.7
2741,3583.0,6.2
2742,143.0,6.2
2743,1247.0,7.2
2744,509.0,6.2
2745,466.0,6.1
2746,53.0,6.0
2747,233.0,4.6
2748,148.0,7.4
2749,1266.0,5.9
2750,395.0,6.1
2751,3633.0,8.2
2752,1071.0,6.5
2753,137.0,7.3
2754,797.0,7.0
2755,196.0,6.6
2756,143.0,6.1
2757,839.0,7.3
2758,335.0,6.4
2759,7.0,6.7
2760,2.0,3.5
2761,73.0,7.0
2762,23.0,6.5
2763,91.0,5.9
2764,99.0,5.3
2765,3.0,5.3
2766,1688.0,8.4
2767,1779.0,6.9
2768,1461.0,6.0
2769,14.0,7.1
2770,759.0,5.9
2771,13001.0,7.3
2772,340.0,7.0
2773,880.0,6.2
2774,590.0,6.2
2775,257.0,6.8
2776,94.0,6.0
2777,608.0,6.3
2778,227.0,4.8
2779,1520.0,6.3
2780,951.0,6.3
2781,287.0,5.6
2782,5.0,5.6
2783,535.0,6.6
2784,1044.0,7.1
2785,426.0,7.1
2786,10.0,4.4
2787,84.0,6.2
2788,3428.0,6.7
2789,29.0,4.7
2790,180.0,5.2
2791,910.0,6.3
2792,123.0,5.6
2793,540.0,5.8
2794,4139.0,6.1
2795,2918.0,6.8
2796,17.0,8.6
2797,122.0,6.3
2798,137.0,6.9
2799,117.0,5.8
2800,783.0,6.0
2801,1685.0,7.3
2802,7.0,4.6
2803,11510.0,7.7
2804,44.0,5.2
2805,431.0,6.6
2806,154.0,5.9
2807,1127.0,6.0
2808,94.0,6.8
2809,2378.0,7.6
2810,492.0,6.6
2811,124.0,5.6
2812,214.0,7.0
2813,155.0,6.8
2814,885.0,7.0
2815,40.0,5.0
2816,2456.0,6.1
2817,32.0,5.8
2818,113.0,4.9
2819,207.0,5.9
2820,104.0,5.0
2821,6.0,6.6
2822,616.0,6.0
2823,835.0,6.9
2824,27.0,6.1
2825,432.0,6.7
2826,644.0,5.9
2827,482.0,6.8
2828,79.0,4.7
2829,132.0,7.4
2830,216.0,5.0
2831,20.0,5.4
2832,43.0,4.0
2833,609.0,7.0
2834,661.0,6.8
2835,722.0,6.5
2836,57.0,5.5
2837,44.0,6.3
2838,1244.0,6.5
2839,1136.0,5.7
2840,2125.0,6.4
2841,455.0,6.9
2842,337.0,5.9
2843,220.0,6.3
2844,2843.0,6.3
2845,48.0,5.0
2846,14.0,7.6
2847,2441.0,6.2
2848,616.0,6.8
2849,373.0,6.9
2850,38.0,6.7
2851,495.0,6.6
2852,394.0,6.8
2853,480.0,6.5
2854,94.0,7.1
2855,95.0,5.8
2856,649.0,7.2
2857,642.0,8.1
2858,52.0,7.1
2859,7329.0,6.7
2860,65.0,7.2
2861,1152.0,7.5
2862,1053.0,5.8
2863,4.0,4.0
2864,77.0,5.7
2865,10.0,5.0
2866,139.0,5.1
2867,2905.0,6.2
2868,4.0,6.0
2869,43.0,6.3
2870,1058.0,7.1
2871,3021.0,6.7
2872,212.0,6.8
2873,87.0,6.9
2874,33.0,6.2
2875,14.0,5.3
2876,283.0,6.5
2877,136.0,5.8
2878,1996.0,8.0
2879,554.0,6.2
2880,57.0,7.2
2881,2769.0,6.4
2882,4245.0,7.2
2883,68.0,6.2
2884,767.0,5.6
2885,90.0,5.4
2886,136.0,6.9
2887,8.0,7.0
2888,540.0,6.4
2889,127.0,7.3
2890,1108.0,7.8
2891,1765.0,4.9
2892,1373.0,6.1
2893,92.0,7.0
2894,736.0,7.1
2895,26.0,6.8
2896,731.0,6.7
2897,974.0,6.9
2898,294.0,6.1
2899,714.0,6.6
2900,1166.0,6.4
2901,11.0,7.6
2902,586.0,6.5
2903,440.0,6.1
2904,172.0,6.5
2905,5207.0,8.0
2906,37.0,6.6
2907,1090.0,6.7
2908,694.0,5.8
2909,144.0,5.7
2910,832.0,6.7
2911,139.0,7.6
2912,323.0,4.9
2913,59.0,7.2
2914,85.0,5.9
2915,1120.0,6.0
2916,2257.0,6.6
2917,523.0,6.1
2918,107.0,6.7
2919,17.0,5.6
2920,40.0,6.3
2921,0.0,0.0
2922,14.0,4.1
2923,108.0,5.8
2924,285.0,5.6
2925,378.0,7.3
2926,994.0,5.3
2927,248.0,5.0
2928,1813.0,5.9
2929,46.0,7.0
2930,1008.0,6.7
2931,2340.0,7.7
2932,493.0,6.5
2933,105.0,7.3
2934,127.0,5.3
2935,431.0,6.2
2936,643.0,5.6
2937,22.0,6.6
2938,751.0,5.9
2939,7270.0,6.4
2940,546.0,6.6
2941,60.0,7.0
2942,240.0,6.0
2943,29.0,6.5
2944,633.0,6.4
2945,3806.0,8.2
2946,62.0,6.6
2947,5.0,8.4
2948,4.0,6.8
2949,1252.0,5.8
2950,97.0,7.2
2951,1089.0,5.8
2952,838.0,7.1
2953,3781.0,7.4
2954,180.0,6.4
2955,447.0,5.7
2956,449.0,6.4
2957,73.0,5.4
2958,347.0,5.6
2959,14.0,7.1
2960,114.0,7.4
2961,92.0,5.8
2962,297.0,6.2
2963,790.0,7.1
2964,49.0,7.4
2965,67.0,7.5
2966,3212.0,7.4
2967,539.0,5.2
2968,409.0,7.8
2969,207.0,3.8
2970,447.0,7.0
2971,1266.0,6.4
2972,89.0,6.1
2973,74.0,6.4
2974,52.0,5.9
2975,276.0,3.1
2976,500.0,5.4
2977,70.0,5.5
2978,156.0,5.7
2979,212.0,7.0
2980,780.0,5.9
2981,14.0,7.8
2982,86.0,6.6
2983,133.0,6.4
2984,51.0,6.4
2985,1216.0,5.9
2986,140.0,5.4
2987,90.0,5.6
2988,16.0,4.7
2989,32.0,7.3
2990,27.0,5.3
2991,26.0,5.0
2992,662.0,6.4
2993,57.0,7.5
2994,3688.0,7.2
2995,153.0,6.4
2996,44.0,5.0
2997,77.0,7.1
2998,523.0,6.5
2999,1421.0,5.9
3000,1756.0,5.8
3001,102.0,6.5
3002,51.0,4.5
3003,185.0,6.1
3004,1007.0,8.1
3005,56.0,6.8
3006,56.0,6.2
3007,43.0,6.5
3008,261.0,6.4
3009,599.0,7.2
3010,7380.0,7.5
3011,10.0,4.6
3012,167.0,6.4
3013,433.0,7.1
3014,26.0,7.5
3015,318.0,6.7
3016,45.0,6.0
3017,1361.0,6.0
3018,3443.0,6.0
3019,153.0,7.4
3020,13923.0,7.8
3021,303.0,6.3
3022,369.0,5.5
3023,8.0,5.8
3024,150.0,5.5
3025,88.0,5.3
3026,1364.0,7.2
3027,29.0,5.8
3028,3347.0,6.9
3029,31.0,7.0
3030,97.0,5.9
3031,230.0,6.3
3032,173.0,7.5
3033,16.0,7.6
3034,3.0,5.5
3035,256.0,6.7
3036,3278.0,7.4
3037,591.0,6.1
3038,2180.0,5.8
3039,235.0,7.7
3040,99.0,7.4
3041,589.0,5.7
3042,37.0,6.4
3043,498.0,4.2
3044,376.0,5.8
3045,12413.0,6.8
3046,42.0,5.9
3047,188.0,7.5
3048,494.0,7.0
3049,252.0,5.8
3050,767.0,6.6
3051,10.0,6.7
3052,284.0,5.0
3053,15.0,6.6
3054,42.0,6.7
3055,380.0,7.0
3056,26.0,6.8
3057,81.0,5.3
3058,2510.0,6.3
3059,16.0,7.0
3060,944.0,6.9
3061,262.0,6.5
3062,659.0,7.7
3063,163.0,6.8
3064,250.0,6.0
3065,1234.0,6.4
3066,395.0,5.4
3067,220.0,4.9
3068,1159.0,6.6
3069,3332.0,6.6
3070,30.0,5.7
3071,240.0,5.9
3072,21781.0,8.3
3073,111.0,6.2
3074,4.0,3.9
3075,5809.0,7.8
3076,942.0,4.7
3077,368.0,5.5
3078,1256.0,4.9
3079,472.0,6.0
3080,1804.0,5.4
3081,633.0,7.6
3082,20.0,5.1
3083,276.0,5.4
3084,11.0,7.6
3085,247.0,6.0
3086,1211.0,7.0
3087,16.0,5.4
3088,112.0,7.1
3089,16.0,5.6
3090,760.0,6.6
3091,55.0,5.0
3092,191.0,7.3
3093,3469.0,5.9
3094,1774.0,6.3
3095,415.0,7.2
3096,9.0,5.8
3097,6934.0,6.1
3098,412.0,6.4
3099,407.0,6.9
3100,311.0,6.1
3101,196.0,6.9
3102,273.0,6.3
3103,11.0,6.2
3104,9.0,5.6
3105,467.0,5.9
3106,372.0,6.1
3107,561.0,6.6
3108,726.0,6.4
3109,120.0,5.7
3110,6089.0,6.2
3111,59.0,7.0
3112,47.0,6.9
3113,275.0,6.7
3114,587.0,7.3
3115,179.0,6.8
3116,92.0,5.9
3117,111.0,6.6
3118,197.0,5.8
3119,6723.0,6.8
3120,1138.0,8.2
3121,72.0,8.3
3122,333.0,7.2
3123,3648.0,8.4
3124,700.0,7.9
3125,15.0,6.2
3126,215.0,5.9
3127,208.0,6.3
3128,972.0,6.8
3129,4420.0,7.4
3130,82.0,6.5
3131,131.0,6.2
3132,28.0,5.6
3133,40.0,6.6
3134,155.0,6.5
3135,55.0,4.7
3136,70.0,6.2
3137,204.0,5.4
3138,9.0,6.3
3139,119.0,6.1
3140,3647.0,7.4
3141,76.0,6.9
3142,11.0,6.5
3143,3013.0,6.4
3144,121.0,5.3
3145,159.0,5.2
3146,32.0,7.2
3147,465.0,6.9
3148,210.0,5.7
3149,198.0,4.1
3150,355.0,5.6
3151,809.0,7.1
3152,1755.0,6.0
3153,124.0,6.1
3154,173.0,7.0
3155,1044.0,6.3
3156,408.0,7.2
3157,975.0,7.2
3158,3710.0,7.1
3159,28.0,6.2
3160,145.0,6.7
3161,71.0,6.4
3162,381.0,6.5
3163,3291.0,6.5
3164,155.0,7.3
3165,17.0,5.6
3166,3.0,6.0
3167,644.0,6.7
3168,5.0,5.2
3169,452.0,7.3
3170,1116.0,7.9
3171,1087.0,7.8
3172,1395.0,6.6
3173,7.0,5.4
3174,577.0,6.6
3175,173.0,7.6
3176,2085.0,6.1
3177,900.0,6.4
3178,172.0,6.7
3179,301.0,7.2
3180,96.0,6.4
3181,20.0,5.4
3182,3666.0,7.6
3183,523.0,4.6
3184,356.0,6.7
3185,549.0,5.5
3186,355.0,6.4
3187,527.0,7.6
3188,244.0,6.5
3189,3408.0,6.3
3190,768.0,6.5
3191,559.0,6.3
3192,97.0,6.8
3193,3904.0,7.3
3194,690.0,4.6
3195,8.0,7.1
3196,755.0,7.4
3197,601.0,5.5
3198,719.0,6.2
3199,2528.0,7.0
3200,67.0,7.3
3201,483.0,6.1
3202,48.0,6.5
3203,2.0,4.0
3204,172.0,6.7
3205,76.0,6.1
3206,1054.0,7.2
3207,3028.0,6.5
3208,324.0,6.6
3209,26.0,5.7
3210,15247.0,7.5
3211,13.0,6.8
3212,2230.0,7.3
3213,897.0,6.2
3214,30.0,6.6
3215,70.0,7.2
3216,599.0,5.8
3217,3461.0,6.0
3218,77.0,7.6
3219,37.0,5.6
3220,6460.0,8.1
3221,2682.0,8.1
3222,25.0,3.9
3223,521.0,6.4
3224,59.0,6.4
3225,480.0,7.9
3226,1765.0,6.6
3227,1319.0,5.3
3228,484.0,6.1
3229,2779.0,5.1
3230,1057.0,5.5
3231,332.0,7.2
3232,299.0,7.6
3233,49.0,4.8
3234,839.0,6.8
3235,135.0,6.2
3236,7.0,5.4
3237,757.0,6.0
3238,154.0,6.7
3239,28.0,6.4
3240,4027.0,6.0
3241,22.0,5.8
3242,52.0,6.2
3243,66.0,6.1
3244,0.0,0.0
3245,91.0,5.3
3246,67.0,6.3
3247,25.0,6.5
3248,1417.0,7.1
3249,209.0,6.6
3250,4858.0,6.9
3251,45.0,5.3
3252,589.0,7.2
3253,2371.0,7.1
3254,4.0,4.1
3255,4.0,7.8
3256,154.0,6.8
3257,482.0,5.0
3258,137.0,6.4
3259,329.0,7.1
3260,69.0,6.4
3261,4989.0,6.0
3262,98.0,5.0
3263,7.0,6.4
3264,10.0,5.6
3265,2.0,9.0
3266,47.0,7.9
3267,932.0,7.1
3268,3.0,6.0
3269,646.0,6.4
3270,281.0,5.3
3271,321.0,6.0
3272,128.0,6.1
3273,1214.0,6.6
3274,4586.0,7.9
3275,215.0,7.5
3276,8.0,7.0
3277,41.0,7.5
3278,245.0,5.9
3279,332.0,7.4
3280,5243.0,6.2
3281,0.0,0.0
3282,34.0,6.5
3283,1883.0,6.1
3284,453.0,7.6
3285,1528.0,7.3
3286,137.0,6.2
3287,232.0,6.8
3288,253.0,7.3
3289,3256.0,7.8
3290,378.0,7.5
3291,3096.0,7.5
3292,2152.0,6.3
3293,463.0,6.9
3294,232.0,6.7
3295,84.0,6.4
3296,53.0,4.9
3297,83.0,6.4
3298,525.0,5.6
3299,49.0,6.5
3300,327.0,7.1
3301,11.0,5.9
3302,1544.0,7.6
3303,350.0,8.0
3304,157.0,6.6
3305,820.0,6.5
3306,25.0,5.8
3307,101.0,6.4
3308,27.0,6.6
3309,32.0,5.6
3310,409.0,7.0
3311,134.0,6.3
3312,135.0,5.9
3313,464.0,5.2
3314,362.0,7.1
3315,648.0,6.2
3316,987.0,6.5
3317,165.0,7.8
3318,60.0,5.4
3319,109.0,6.7
3320,168.0,6.3
3321,9.0,5.9
3322,107.0,5.3
3323,1815.0,7.2
3324,13.0,7.3
3325,3188.0,7.1
3326,5268.0,6.1
3327,1260.0,6.2
3328,308.0,6.1
3329,205.0,6.7
3330,1485.0,5.9
3331,951.0,6.6
3332,1492.0,6.8
3333,3643.0,6.6
3334,62.0,7.1
3335,383.0,6.8
3336,234.0,7.0
3337,6.0,5.3
3338,69.0,5.5
3339,63.0,6.4
3340,1363.0,7.4
3341,127.0,7.6
3342,1298.0,6.1
3343,6167.0,7.1
3344,5.0,6.1
3345,452.0,6.1
3346,265.0,5.9
3347,56.0,6.5
3348,65.0,6.1
3349,3361.0,7.4
3350,7977.0,7.1
3351,348.0,5.9
3352,205.0,7.7
3353,1267.0,6.6
3354,714.0,6.6
3355,13.0,6.4
3356,226.0,6.4
3357,43.0,7.0
3358,383.0,7.3
3359,316.0,5.4
3360,165.0,7.1
3361,704.0,6.2
3362,382.0,7.4
3363,236.0,5.8
3364,172.0,7.2
3365,28.0,4.4
3366,1275.0,5.8
3367,1091.0,5.5
3368,8.0,4.2
3369,309.0,6.0
3370,6569.0,7.8
3371,1090.0,6.4
3372,3165.0,7.1
3373,707.0,7.0
3374,286.0,7.6
3375,749.0,6.2
3376,662.0,4.5
3377,806.0,7.0
3378,67.0,6.2
3379,2729.0,7.8
3380,804.0,5.8
3381,812.0,7.8
3382,50.0,6.5
3383,72.0,6.5
3384,236.0,6.2
3385,825.0,7.4
3386,91.0,7.6
3387,38.0,3.7
3388,2492.0,7.4
3389,7055.0,6.4
3390,130.0,7.3
3391,87.0,6.5
3392,236.0,6.9
3393,1279.0,7.6
3394,137.0,5.3
3395,2014.0,7.3
3396,198.0,7.3
3397,6.0,6.8
3398,4422.0,6.7
3399,1155.0,7.3
3400,203.0,5.7
3401,22.0,6.3
3402,17.0,6.4
3403,14917.0,8.4
3404,211.0,6.1
3405,128.0,5.8
3406,263.0,4.9
3407,2010.0,5.6
3408,264.0,7.1
3409,1.0,3.0
3410,761.0,5.3
3411,606.0,5.6
3412,135.0,5.8
3413,52.0,4.3
3414,12.0,6.5
3415,557.0,8.1
3416,4805.0,8.4
3417,1923.0,6.6
3418,1114.0,7.4
3419,3643.0,5.7
3420,25.0,6.1
3421,1004.0,5.8
3422,74.0,7.4
3423,8801.0,7.6
3424,29.0,5.8
3425,116.0,5.1
3426,185.0,7.2
3427,788.0,6.3
3428,121.0,6.9
3429,937.0,6.5
3430,5917.0,6.3
3431,66.0,5.9
3432,220.0,6.8
3433,107.0,7.1
3434,79.0,4.7
3435,2907.0,6.2
3436,1805.0,6.0
3437,226.0,8.0
3438,112.0,5.3
3439,682.0,6.6
3440,438.0,6.9
3441,1379.0,6.4
3442,18.0,5.8
3443,41.0,6.3
3444,14.0,4.4
3445,972.0,6.3
3446,4.0,1.5
3447,377.0,7.3
3448,269.0,5.8
3449,253.0,7.4
3450,1082.0,7.2
3451,290.0,7.5
3452,1268.0,6.8
3453,2975.0,6.3
3454,115.0,5.7
3455,110.0,4.0
3456,1533.0,7.7
3457,1714.0,8.0
3458,695.0,7.4
3459,7524.0,6.8
3460,1463.0,7.5
3461,370.0,7.6
3462,89.0,6.1
3463,232.0,5.6
3464,1.0,6.0
3465,1536.0,7.4
3466,488.0,7.5
3467,17.0,5.6
3468,807.0,6.2
3469,294.0,5.8
3470,3.0,4.2
3471,386.0,7.3
3472,2.0,1.0
3473,526.0,5.6
3474,1565.0,7.5
3475,3532.0,6.8
3476,24.0,5.9
3477,691.0,3.9
3478,124.0,5.8
3479,2411.0,5.6
3480,252.0,6.1
3481,40.0,5.8
3482,2.0,5.8
3483,4.0,6.5
3484,109.0,7.2
3485,2446.0,6.2
3486,141.0,4.6
3487,4450.0,6.2
3488,3416.0,7.2
3489,243.0,5.3
3490,213.0,6.6
3491,133.0,6.5
3492,17.0,7.2
3493,26.0,5.4
3494,119.0,4.8
3495,1600.0,6.3
3496,133.0,5.9
3497,5791.0,7.9
3498,5207.0,7.2
3499,395.0,6.4
3500,120.0,6.7
3501,500.0,6.5
3502,2229.0,7.5
3503,1618.0,7.6
3504,667.0,5.3
3505,269.0,7.4
3506,4199.0,7.4
3507,705.0,6.0
3508,171.0,6.3
3509,732.0,7.8
3510,538.0,6.9
3511,85.0,5.4
3512,2671.0,6.1
3513,456.0,7.7
3514,62.0,5.5
3515,6.0,7.1
3516,196.0,6.1
3517,9851.0,6.7
3518,3010.0,7.3
3519,596.0,6.0
3520,14.0,5.4
3521,96.0,7.0
3522,280.0,6.9
3523,431.0,7.2
3524,3186.0,7.5
3525,1042.0,5.7
3526,103.0,6.8
3527,106.0,6.1
3528,1.0,4.0
3529,6434.0,7.5
3530,84.0,6.3
3531,1250.0,7.6
3532,1954.0,7.3
3533,253.0,5.6
3534,5094.0,8.1
3535,2799.0,7.4
3536,100.0,6.9
3537,1042.0,6.3
3538,1709.0,7.9
3539,771.0,5.8
3540,129.0,5.6
3541,290.0,5.6
3542,79.0,6.1
3543,13.0,3.6
3544,267.0,4.9
3545,20.0,4.7
3546,123.0,6.3
3547,2254.0,6.4
3548,2503.0,6.1
3549,104.0,6.9
3550,148.0,5.8
3551,1566.0,6.8
3552,1132.0,6.1
3553,4673.0,6.2
3554,1002.0,5.2
3555,857.0,5.1
3556,1259.0,6.1
3557,96.0,5.9
3558,2041.0,5.9
3559,1596.0,6.1
3560,21.0,7.0
3561,350.0,5.3
3562,944.0,6.5
3563,121.0,6.4
3564,31.0,6.3
3565,33.0,4.8
3566,784.0,6.5
3567,100.0,6.3
3568,82.0,6.1
3569,1711.0,7.3
3570,55.0,7.5
3571,749.0,3.7
3572,1555.0,6.3
3573,142.0,7.3
3574,151.0,5.1
3575,331.0,7.0
3576,104.0,6.0
3577,172.0,5.4
3578,5591.0,8.1
3579,412.0,6.7
3580,585.0,6.4
3581,271.0,6.4
3582,1652.0,6.0
3583,20.0,6.4
3584,401.0,5.6
3585,180.0,5.8
3586,1052.0,7.5
3587,28.0,4.4
3588,53.0,7.0
3589,719.0,5.7
3590,559.0,6.7
3591,3743.0,6.1
3592,6.0,6.5
3593,66.0,6.0
3594,109.0,7.0
3595,518.0,5.5
3596,121.0,6.4
3597,348.0,7.4
3598,244.0,6.6
3599,83.0,5.2
3600,70.0,6.3
3601,19.0,4.6
3602,306.0,5.9
3603,381.0,7.5
3604,32.0,6.6
3605,890.0,6.0
3606,13.0,5.2
3607,2414.0,7.0
3608,2099.0,5.9
3609,52.0,6.6
3610,130.0,6.8
3611,10.0,3.6
3612,724.0,7.8
3613,693.0,7.6
3614,1760.0,6.1
3615,474.0,7.6
3616,145.0,5.6
3617,115.0,5.5
3618,1053.0,4.9
3619,5.0,7.3
3620,3559.0,6.9
3621,3319.0,6.8
3622,7161.0,6.0
3623,644.0,6.5
3624,15.0,6.1
3625,47.0,5.9
3626,363.0,6.3
3627,255.0,6.3
3628,7131.0,7.2
3629,182.0,6.1
3630,7.0,5.9
3631,1013.0,6.3
3632,40.0,6.8
3633,258.0,6.6
3634,17.0,5.8
3635,346.0,5.2
3636,365.0,5.9
3637,13.0,4.9
3638,199.0,4.8
3639,1100.0,4.1
3640,4189.0,6.6
3641,409.0,6.8
3642,403.0,5.3
3643,203.0,4.9
3644,560.0,6.5
3645,378.0,5.8
3646,198.0,5.5
3647,198.0,7.5
3648,40.0,6.4
3649,319.0,6.8
3650,673.0,7.7
3651,7816.0,6.9
3652,2146.0,6.4
3653,1816.0,7.0
3654,93.0,6.9
3655,1475.0,7.4
3656,45.0,5.4
3657,36.0,7.1
3658,32.0,4.5
3659,819.0,6.4
3660,2969.0,7.4
3661,371.0,7.4
3662,248.0,6.0
3663,5971.0,7.0
3664,1.0,8.0
3665,53.0,7.3
3666,286.0,7.4
3667,769.0,5.7
3668,2456.0,6.8
3669,40.0,3.5
3670,376.0,5.1
3671,107.0,6.1
3672,105.0,7.7
3673,465.0,5.5
3674,138.0,5.8
3675,4862.0,6.1
3676,2136.0,6.2
3677,558.0,5.4
3678,262.0,5.3
3679,618.0,7.0
3680,11.0,7.0
3681,35.0,7.6
3682,1246.0,5.1
3683,32.0,6.6
3684,2756.0,6.5
3685,1696.0,6.5
3686,164.0,7.6
3687,1129.0,5.9
3688,33.0,2.8
3689,17.0,6.5
3690,672.0,5.6
3691,73.0,5.7
3692,13.0,5.6
3693,4748.0,7.9
3694,3524.0,6.9
3695,242.0,5.2
3696,1597.0,7.9
3697,93.0,4.9
3698,958.0,6.3
3699,411.0,6.7
3700,59.0,6.1
3701,109.0,5.6
3702,17.0,4.6
3703,3534.0,6.7
3704,7204.0,7.6
3705,95.0,6.5
3706,1343.0,6.2
3707,39.0,7.9
3708,146.0,6.4
3709,2916.0,6.8
3710,758.0,4.9
3711,16.0,6.4
3712,902.0,6.6
3713,314.0,6.7
3714,,
3715,297.0,4.4
3716,94.0,6.0
3717,6.0,7.8
3718,19.0,6.0
3719,7278.0,8.1
3720,398.0,6.2
3721,11.0,7.8
3722,320.0,5.6
3723,269.0,8.3
3724,514.0,6.1
3725,231.0,5.8
3726,85.0,6.2
3727,306.0,5.5
3728,629.0,6.6
3729,39.0,6.6
3730,1732.0,5.6
3731,597.0,6.6
3732,26.0,5.8
3733,6484.0,7.3
3734,3975.0,6.3
3735,164.0,6.3
3736,494.0,6.4
3737,265.0,7.1
3738,10.0,2.6
3739,76.0,5.9
3740,259.0,6.4
3741,33.0,4.7
3742,2675.0,7.2
3743,1215.0,6.1
3744,897.0,6.1
3745,592.0,5.6
3746,2109.0,5.7
3747,34.0,6.3
3748,207.0,6.8
3749,137.0,6.2
3750,27.0,6.0
3751,567.0,6.0
3752,21.0,6.8
3753,59.0,7.0
3754,2556.0,6.6
3755,4009.0,6.5
3756,159.0,8.0
3757,3122.0,6.3
3758,910.0,7.2
3759,61.0,5.8
3760,671.0,6.1
3761,464.0,5.8
3762,3227.0,6.5
3763,107.0,6.4
3764,647.0,6.5
3765,28.0,6.0
3766,125.0,5.6
3767,201.0,6.9
3768,162.0,7.6
3769,44.0,6.9
3770,527.0,6.7
3771,171.0,5.4
3772,47.0,5.0
3773,2907.0,6.4
3774,298.0,7.2
3775,3797.0,7.1
3776,523.0,6.4
3777,31.0,5.9
3778,12.0,6.0
3779,613.0,6.4
3780,90.0,6.7
3781,516.0,5.4
3782,26.0,6.3
3783,164.0,3.4
3784,89.0,6.4
3785,2822.0,5.7
3786,160.0,6.0
3787,1675.0,4.4
3788,9906.0,6.8
3789,162.0,5.1
3790,92.0,7.2
3791,42.0,5.3
3792,31.0,7.6
3793,42.0,7.4
3794,4.0,6.6
3795,5035.0,6.0
3796,225.0,7.0
3797,577.0,7.4
3798,411.0,5.2
3799,95.0,4.7
3800,12.0,5.5
3801,94.0,5.7
3802,158.0,7.2
3803,66.0,6.3
3804,12.0,4.3
3805,3.0,5.7
3806,341.0,5.1
3807,268.0,6.0
3808,31.0,5.7
3809,161.0,6.8
3810,723.0,7.9
3811,166.0,6.6
3812,779.0,6.9
3813,16.0,5.3
3814,115.0,7.7
3815,6491.0,7.9
3816,1067.0,5.9
3817,11248.0,8.2
3818,1178.0,5.7
3819,1987.0,8.3
3820,3309.0,7.1
3821,1002.0,7.2
3822,42.0,6.4
